id,slug,name,datereleased,yearreleased,background_image,rating,metacritic,playtime,platforms,genres,description
14251,spintires,SPINTIRES,2014-06-12,2014,https://media.rawg.io/media/games/6bd/6bd2862420402fa45d690295ed308cc6.jpg,3.83,67.0,5,PC,"Adventure, Racing","SPINTIRES is an indie auto simulator game developed by Oovee Game Studios. Gameplay SPINTIRES is an offroading simulator. The players have to deliver cargo using the post-Soviet machinery deep in the Russian woods, where there are no solid roads and a lot of fallen trees. The main feature of the game is dynamic terrain. That is achieved with Havok physics engine. Trucks leave marks on the road, get stuck in the terrain, which makes the further advancement harder. Thanks to Havok, the terrain is procedurally generated every time the player loads a map. That adds a high replayability value to the game. This feature also makes the races against other players much harder, as you can't just win a race by going as fast as you can. In SPINTIRES, the game focuses a lot on simulating the physics and behavior of the vehicles. Every machine has a limited amount of gas, can be damaged beyond any repair. The players can turn the differential lock on or off, activate the 4X4 mode, which will influence the amount of used gas. It is also possible to drag the car out of the mud by using a rope and attaching it to a tree or another car. The players can also modify the cars using different attachments. It is possible to attach fuel tanks, repair kits, and so on. Multiplayer The game features a 4-player multiplayer mode, where the players can choose the time of day, and the environment. The objective of the mode is to reach the finish first without getting stuck in the mud."
14290,knightshift,KnightShift,2003-12-30,2003,https://media.rawg.io/media/screenshots/340/3406c6f0f8935880023a06781b4f024a.jpg,1.69,,3,"PC, Apple Macintosh","RPG, Strategy","KnightShift is an RPG set in a fictional fantasy world. The game features a unique approach to both strategic and role-playing aspects of the game, as each level can be completed with various tactics, from stealthy infiltration to a grand battle of sheer force and steel plates. The game offers two modes to play, the RTS campaigns, where the player takes control of a prince and his loyal knights, set out on different quests, such as defeating wizards and dragons, rescuing princesses and princes alike, and many more. The playable character can hire new units for battle, improve his skills and enhance the capabilities of his allies and support them on the battlefield. The second game mode is an RPG campaign, where the player can choose between 8 character classes, each with their unique skills and capabilities of creating a wholly new and unrivaled hero. The RPG campaign has its, and thus, new options on how to interact with the game world. Despite the game being released back in 2003, the graphics of the game are still nice-looking, giving that old school RPG feeling. The soundtrack of the game allows players to completely immerse themselves in the beautiful fantasy world, full of magical creatures and stories about legendary heroes."
14317,endless-space-emperor-edition,Endless Space - Collection,2012-07-04,2012,https://media.rawg.io/media/screenshots/bf7/bf71c819eace914e6c42ae3ecb667308.jpg,3.1,77.0,5,"PC, Apple Macintosh",Strategy,"The 4x-strategy game from the Endless series. Choose one of the eight humanoid an non-humanoid factions that inhabit the world of Endless Space and conquer your way onto the top of a galactic food chain. Each faction has elaborated story and features that shape unique gameplay. Will it be by power or by economic and diplomatic means, the game offers uncountable hours of top-grade turn-based strategy gameplay. The game is focused on economic management of player’s intergalactic empire and ways to control and develop colonized star-systems. Factions fight over the control of the mysterious resource called Dust. The substance is often found in ancient temples and random planets. Battles in the game are simplified graphically and gameplay-wise. The game emphasizes on a thorough exploration of the Endless universe. Emperor Edition of the game includes a new hero and new civilization to play as well as skins, digital soundtrack and other cosmetic goodies."
14331,call-of-duty-2,Call of Duty 2,2005-10-25,2005,https://media.rawg.io/media/games/50c/50c69996b917ae50d8d319f6ce9bed37.jpg,4.2,86.0,3,"PC, Xbox, iOS, Apple Macintosh",Shooter,"Call of Duty 2 is a first-person shooter, a second installment in the Call of Duty series. Plot and location The game is set during one of the most troubling periods of the 20 century: the 2nd World War. The player can take command of various soldiers from Allied armies, and take part in various campaigns in Europe and Africa. The three playable campaigns focus on the Soviet, American and British soldiers fighting the Axis, each encompassing traditional battlegrounds such as Stalingrad, El Alamein and Hill 400. Gameplay Call of Duty 2 focuses on combining realism and entertainment in warfare simulation. The playable character can carry two firearms, unique for each country, utilizing each of them in different situations. UI has been changed drastically, removing the visible health bar and overhauling compass HUD. The difficulty system can provide a cinematic experience while keeping the gameplay realistic - on Veteran, each bullet can be fatal. Visuals and other features The game boasts a refined graphics engine, with smooth textures, good performance, and stunning effects. Explosions and falling buildings, bullets flying and artillery blasting the ground, every detail is done to ensure the immersion on the battlegrounds of World War II. Multiplayer features include different playing modes, up to 64 players fighting in different locations and using a variety of American, British, Soviet and German weapons."
14334,satellite-reign,Satellite Reign,2015-08-27,2015,https://media.rawg.io/media/games/8df/8df64136042eb6e2ed4fa910a6ad96ac.jpg,2.65,75.0,4,"PC, Apple Macintosh, Linux","Action, Strategy, Indie","Satellite Reign is a real-time strategy, where you customize your team of four members and fight the tyranny of a mega-corporation called Dracogenics. The game is set in the open-world cyberpunk future, so the visuals combine dark locations with neon-highlighted spots. The gameplay depends on your soldiers’ class. You can use agents with different abilities to form a group that suits your playstyle. There are multiple ways to complete missions, whether you prefer to be stealthy or rush through enemies’ facilities. The story takes place in a fictional City, where Dracogenics gets the full control over politics and military forces. To release the city, you become the head of a rival corporation and set attacks against Dracogenics. The goal is to overcome the evil syndicate using well-designed tactics. Except for missions, the game pays attention to the technology development and resource management you need to provide to defeat Dracogenics. Meanwhile, the interaction between your corporation and civilians is minimal, so you don’t need to affect their attitude to you to win."
14336,acceleration-of-suguri-2,Acceleration of SUGURI 2,2018-03-07,2018,https://media.rawg.io/media/screenshots/a8d/a8de8a8f3054b66362acb540aeea3f39.jpg,2.12,,3,PC,"Action, Indie","Take on all the characters of the SUGURI universe in this lightning-paced duel-style shoot'em'up. Continue the story of the characters you've come to know and love, and meet a new mastermind causing havoc on Earth. Play against the AI in Story Mode, or friends and foes online or locally in Multiplayer. Acceleration of SUGURI 2 is a direct sequel to Sora.Key Features:Fast-paced, tactical duel-style bullet hell Full HD resolution support and beyond Three game modes: Story, Arcade and Match Mode Online and Split-screen Multiplayer Over 10 characters from the SUGURI universe to battle with"
14346,simcity-4-deluxe-edition,SimCity 4 Deluxe Edition,2010-07-20,2010,https://media.rawg.io/media/screenshots/238/23827608952b34ed8f69c6bc3e4f6678.jpg,3.9,,2,"PC, iOS, Apple Macintosh","Strategy, Simulation","SimCity 4: Deluxe Edition is a city building simulator developed by Maxis. Deluxe Edition features Deluxe Edition features the base game and Rush Hour expansion pack. Gameplay The player becomes the mayor of a small town. Use terraforming to create a convenient building area or a unique landscape. Players are able to divide the town's areas into special areas: commercial, industrial, and residential. You also have to create a social policy, a transportation system and improve the quality of life for your residents. The players are able to choose any area available for building a new city. It is possible to create several cities near each other. Game modes There are three game modes present in the game: God Mode, Mayor Mode, and Sim Mode. In God Mode, the players build a new city and are able to inflict natural disasters upon it such as earthquakes or volcano eruptions. It is possible to choose the exact spot where the disaster will take place. Mayor mode is endless. You take part in creating a city, maintaining it, and facing the typical city problems, such as the migration of its population or the drop in income per household. The game emulates the world's economy, financing, and city development. While in Sim Mode, the player creates a sim, which will live in a player-built city. You can't control the sim apart from choosing where will they live. The sims go through their whole life. After death, their relatives will take their place."
14348,dying-light-the-following-enhanced-edition,Dying Light: The Following - Enhanced Edition,2015-01-26,2015,https://media.rawg.io/media/games/c11/c11a0b92b4c28f2e0db489f430142653.jpg,4.13,87.0,17,"PC, PlayStation, Xbox, Apple Macintosh, Linux","Action, RPG","Dying Light series introduces a world that was hit by a zombie virus outbreak. Under the daylight, zombies are weak and slow, but after the sunset, they become fast, strong and hungry for human flesh. You play as Kyle Crane, a special operative sent to the Harran city, which became a quarantined zone after the outbreak. In the expansion pack The Following, he learns about a cure for the plague, supposedly invented by a sect, and sets off to find out more about it. Crane will travel the countryside open world that is twice the size of the original game’s map. To fight off zombies, Crane will use not only a variety of weapons but also parkour movements, which are the definitive feature in Dying Light gameplay. The Following introduces new weapons, several new game modes, such as bounty hunting which gives the player a new mission every day. The expansion allows the player to drive a buggy to run zombies over. There is a four-person multiplayer mode, and also the “Be the Zombie” mode, in which players can assume the role of a huge, powerful zombie. The Enhanced Edition includes the original game, the expansion pack, and all the available DLCs, such as Cuisine & Cargo and The Bozak Horde."
14352,bionic-dues,Bionic Dues,2013-10-07,2013,https://media.rawg.io/media/screenshots/1e5/1e552b9e7c1ab540fd4dff175e1590e9_sgvReqK.jpg,1.95,71.0,4,"PC, Apple Macintosh, Linux","RPG, Strategy, Indie","Bionic Dues is a futuristic game where you have to prepare your defenses before the rise of the machines. Plot The game is set somewhere in the future, just a few weeks before a robots' rebellion. Rogue machines are about to wipe out a city of 12 million people. The defenders have only 50 days left to prepare before the final battle begins. The protagonist is a pilot who drives Exos, the game's equivalent of mechas. Gameplay The player controls a group of four Exos. Their movements and attacks are turn-based. During the 50-days period, the player has to gather details and HPs to upgrade his or her Exos, explore the map, prepare defenses, and set traps. On the final day, the player's preparations will be tested by the enemy invasion. Preparation is everything in this game. Stealth and tactical use of the environment are also important since Exos often cannot withstand against a horde of enemies in an open battle. Difficulty Like many roguelike games, Bionic Dues is unforgiving. It uses trial and error gameplay model so that the player usually has to fail many times before he or she can succeed. However, there are six difficulty levels that make it more tolerable for less experienced players. Visual style Bionic Dues' visuals are minimalistic, cold and ""robotic"", complete with ""mechanical"" voices and high-tech unit design. It presents the player with a top-down view of the map that looks almost like a circuit board."
14364,jagged-alliance-1-gold-edition,Jagged Alliance 1: Gold Edition,1994-04-02,1994,https://media.rawg.io/media/screenshots/c98/c98c214657f024107f438d0eaa501d9f.jpg,2.47,,1,"PC, Apple Macintosh, Linux","Action, RPG, Strategy","Jagged Alliance is a true legend of tactical turn-based Strategy! The Gold Edition includes Jagged Alliance and Jagged Alliance: Deadly Games. The return of a real classic - for the first time on Steam! 20 years ago, Jagged Alliance made an impact and changed the strategy genre forever. Now you can experience this legend in its glorious original form. A desperate call for help from the island Metavira: The scientist Jack Richards and his lovely daughter Brenda are reaching out to you. The Fallow trees and thus the precious, medical sap on which countless of lives depend, are under the control of the evil and traitorous Santino. That’s why Jack and Brenda hire you, the commander of a mercenary force, to put an end to Santino's insane plans. You and your mercenaries have to reclaim the island sector by sector, turn by turn. Cultivate the Fallow Trees and process their juices, as they are the basis for your funding. Hire better mercenaries, train local militias and manage your equipment wisely. Get your troops out there and help the people of Metavira! Experience a true classic 60 mercenaries, 60 attitudes, 60 voices Lots of authentic weapons and equipment Intense turn-based combat Non-linear gameplay High replay value"
14385,godot-engine,Godot Engine,2016-02-23,2016,https://media.rawg.io/media/games/3d3/3d30645edf52e741ab158590635da7e9.jpg,3.33,,1,"PC, Apple Macintosh, Linux",Action,"<h3>2D and 3D cross-platform game engine</h3><br/>Godot Engine is a feature-packed, cross-platform game engine to <strong>create 2D and 3D games</strong> from a unified interface. It provides a comprehensive set of common tools, so that you can focus on making games without having to reinvent the wheel. Games can be exported in one click to a number of platforms, including the major desktop platforms (Linux, macOS, Windows) as well as mobile (Android, iOS), web-based (HTML5) platforms and consoles (Switch, PS4 and Xbox One - via thirdparty publishers).<h3>Free, open source and community-driven</h3><br/>Godot is completely free and open source under the very permissive MIT license. No strings attached, no royalties, nothing. <strong>Your game is yours</strong> down to the last line of engine code. Godot's development is fully independent and community-driven, empowering you to help shape the engine to match your expectations. It is supported by the Software Freedom Conservancy not-for-profit."
14390,neotokyo,NEOTOKYO,2014-05-01,2014,https://media.rawg.io/media/screenshots/cac/cac23df188d5c3f03d142ef69f7d2402.jpg,2.71,,1,PC,Action,"NeoTokyo is an MMO game in a cyberpunk setting of near-future Tokyo. It was created as a Half-Life 2 mod. Plot In the 2040s, a group of Japanese nationalists in Japan's military tried to overthrow the legitimate government. Although the coup failed, the government doesn't trust its military anymore. The authorities created a new special service named Group Six that acts as a combination of secret police and counter-intelligence and hunts for the possible future conspirators. There's a rumor that a spec ops unit called Jinrai conspires to repeat the coup and the two services feud for power. This is all set to the backdrop of a dystopian megalopolis, where people slowly become fused with technology and a larger political crisis in Asia. Gameplay The players assume the roles of fighters in two competing teams. They engage in two multiplayer modes, one is a classic deathmatch, and the other, Capture The Ghost, is a variation of capture the flag mode. The game is played in rounds, and if a character is killed, he or she will respawn only after a round ends. NeoTokyo has three classes for characters. The Recon class is fast, wears light armor and can run without exhausting. The Support is the toughest class that uses explosives and heavy armor. The Assault class is in the middle ground between the two others. All three classes have to be used in a thoroughly planned combination. NeoTokyo rewards tactical thought and prudent gameplay."
14391,nuclear-dawn,Nuclear Dawn,2011-09-25,2011,https://media.rawg.io/media/screenshots/ef3/ef39987b6340de4215f229852b832bdd.jpg,2.72,71.0,3,"PC, Apple Macintosh, Linux","Action, Strategy","Nuclear Dawn is a multiplayer first-person shooter developed by InterWave Studios. It was initially announced as a Source Engine mod but was later made as a separate game. Plot World War 3 broke out on January, 22nd 2040. The war was fought with the devastating nuclear armament of the 20th century. Nanoviruses annihilated whole cities and machines roamed their streets. It is 2049, the war still continues, and those who survived are now parts of the Consortium or the Empire. Gameplay The players compete with each other in 16 versus 16 matches. There is one commander chosen in both of these teams. A commander places objective for their team on the map, places checkpoints, builds up defenses and supports their team by calling in a scout UAV. All the other players are usual soldiers. There are four soldier classes available to the players with each class having its own purpose. Classes Assaults serve as perfect middlemen, who are capable of everything but are not perfect in it. They can be seen carrying an AR, a grenade launcher or a DMR. Exos are slow-moving but deadly. They can lock their exosuits down in place in order to drastically improve their accuracy. They're fond of chainguns. Stealths are fast, agile, but have almost to none armor and ammo. They use SMGs and sniper rifles. Supports are a must on the battlefield. Although they are lightly armored, they can revive downed soldiers and do repairs. SMGs are their pick."
14397,sven-co-op,Sven Co-op,2016-01-22,2016,https://media.rawg.io/media/screenshots/7a3/7a3f1c95facb864c76b975bbf807a7a8.jpg,3.33,,2,PC,"Action, Casual, Indie","Sven Co-op is a cooperative multiplayer modification for the first-person shooter Half-Life developed by Daniel Fearon. In 2013, Valve allowed the team to publish the mod on Steam as a standalone modification. Gameplay The gameplay of Sven Co-op heavily resembles the same of the original Half-Life, so it is highly recommended to be familiar with its gameplay and to complete its tutorial level. Sven Co-op supports Half-Life's singleplayer but changes it up a bit to improve upon the cooperative aspect of the game. The levels of Sven Co-op are divided into missions and are usually separated from each other. Many missions take place on several maps with some of them being fused into one. The objective of most levels is to find an exit or complete a specific task - it is not necessary to kill any enemies whatsoever. The maps are used using a variety of settings, starting with Black Mesa and ending with a modern urban war one. Changes in comparison with the original game There are only 12 changes in the original Half-Life gameplay, yet they do not drastically affect the gameplay. Most of the changes were made to the NPCs and the NPC following system. Now you can take any friendly NPC with you, some of the NPCs will even heal you. Several small changes also affect the enemy behavior, for example, the players can no longer free themselves from the barnacles. A teammate is needed to get you out."
14422,condemned-criminal-origins,Condemned: Criminal Origins,2005-11-15,2005,https://media.rawg.io/media/games/98d/98deaf99f06aa3d7e54e1fa69e4a9060.jpg,3.8,80.0,1,"PC, Xbox",Action,"Condemned: Criminal Origins is a grim crime thriller that lets you play the role of a detective and investigate the murder of a young woman. The game features a dark and paranoid atmosphere with some disturbing imagery. The player controls the protagonist, an FBI agent Ethan Thomas, who was summoned to a crime scene in an abandoned building. His job is to collect the evidence, such as fingerprints and fluids, and send it to the FBI forensic laboratory to find clues to the mystery. Thomas will use the information he gathered to solve puzzles and access new territories of the fictional Metro City. His goal is to track down the murderer who is likely a famous serial killer. The job proves to be dangerous, as Thomas has to visit some of the darker places in the town and fight thugs and psychos, while the main villain seems to keep an eye on him. The combat system in Condemned: Criminal Origins is more realistic than in most first-person shooters. Here, firearms are able to kill people in one hit, however, they are seldom used, and the ammunition is very scarce. Ethan Thomas mostly uses improvised weapons, like shovels, wrenches and even a mannequin arm. Melee weapons also allow you to block enemy hits, and mastering timely blocks is essential to avoid being killed."
14446,cod-black-ops-ii,Call of Duty: Black Ops II,2012-11-13,2012,https://media.rawg.io/media/games/8ee/8eed88e297441ef9202b5d1d35d7d86f.jpg,3.95,74.0,5,"PC, PlayStation, Xbox, Nintendo","Action, Shooter","Call of Duty: Black Ops II is a first-person shooter, a direct sequel to Call of Duty: Black Ops that features its protagonists. The story is divided into two time periods. It starts in 1986 with Alex Mason that has to return to work after his retirement to catch Raul Menendez, responsible for multiple crimes. The second storyline takes place in 2025; you play as David, Mason’s son, who also needs to find Menendez who sparks the second Cold War. The game has several endings depending on your actions in both storylines. The campaign mode in Black Ops II is also selected in two parts. There are story missions, where you can make decisions that will affect the future of the characters. Additionally, Strike Force missions, available in 2025, feature permanent death - if the character is killed, you can’t return to the checkpoint, and have to continue the game without them. Like two previous games in the series, Black Ops II has the Zombies mode with a completely new story. It starts with nuclear experiments in 2025 Nevada that cause the appearance of zombies."
14447,poly-bridge,Poly Bridge,2016-07-12,2016,https://media.rawg.io/media/games/2ac/2ac6f80402afe5afddcebb8d8b0780c4.jpeg,3.48,73.0,3,"PC, iOS, Android, Apple Macintosh, Linux, Nintendo","Simulation, Indie, Puzzle","Poly Bridge is an indie puzzle building-based game developed by Dry Cactus. Gameplay In Poly Bridge, the players have to build a bridge across a river. The bridge has to be strong enough for several vehicles to pass it, let alone the bridge has to hold its own weight. The game does not disable physics after the player is finished with building up the bridge, as each vehicle present in the game has its own weight and length, so the player-built structure has to be adaptive in some cases. For example, long vehicles, such as cargo trucks, will not be able to ride on steep constructions, so the bridge has to adjust itself based on the weight of the vehicle. There are also several obstacles for the player-built bridges present in the game, as sometimes a boat can spawn on the level and try to swim under the bridge. Storms are also a vital part of the gameplay, as the players have to also take into the amount the power of wind and adjust their creation as well. The main catch of the game is that the players do not have unlimited resources, so they will have to make the best out the things at hand. Several types of materials are present in the game with each material having a certain amount of strength. The river gets wider and wider as the player progresses through the game, as well as the number of vehicles that have to pass the bridge for level completion."
14473,world-war-ii-panzer-claws,World War II: Panzer Claws,2004-01-14,2004,https://media.rawg.io/media/screenshots/578/578c4b9dfa70d564c59636a7a875b489.jpg,1.86,61.0,3,"PC, Apple Macintosh, Linux",Strategy,"WORLD WAR II: PANZER CLAWS [aka Frontline Attack: War over Europe] pushes back the boundaries of real-time strategy gaming! Take control of the Allied, German, or the Russian in the harsh reality of the battlefields of World War II. At your disposal are a vast number of vehicles and tanks, as well as ground troops and the ability to call in air forces when needed. All these elements must be used in order to obtain the ultimate prize: Victory! PANZER CLAWS II: In 1940, France fell beneath the dark tide of war. During the early days of the occupation, the French government capitulated, and formed a collaborationist state. While the country was under enemy control, resistance fighters took to the hills, and back alleys. These brave souls began mobilizing for a fight against their occupiers, and mis-directed government officials. Panzer Claws II offer the player the choice between one of the four sides in the conflicts: the Germans, the Russians or the Allies and the French Resistance. Includes both parts: Panzer Claws I + II!FEATURES:3D maps enhance the gameplay experience Four campaigns with over 40 missions on the four sides in the conflicts: the Germans, the Russians or the Allies and the French Resistance. True to history, the campaign missions take place in various seasons of the year, greatly affecting your strategies True real-time: night and day will occur during your missions, changing light and visibility 15 extra missions to play in Skirmish mode, 8-player Multiplayer over LAN and EarthNet™ The easy-to-use editor allows you to create your own missions to play single-player or multiplayer"
14503,crusaders-of-the-lost-idols,Crusaders of the Lost Idols,2015-10-13,2015,https://media.rawg.io/media/screenshots/5ab/5ab64135818193f2ce67190811b3ae2a.jpg,1.92,,2,"PC, Apple Macintosh","Casual, Indie","Crusaders of the Lost Idols is the Award Winning clicker idle game of heroic awesomeness. Create a band of unusual heroes to battle monsters, earn gold by killing them and use it to level-up and unlock new character abilities. Organize your Crusaders by designing the perfect formation for maximum damage. Master Formation Strategy over multiple campaigns and events that are updated every month.Formation StrategyThe only clicker/idle game to feature a formation system. Crusader specific abilities, buffs, and gear challenge the player to find the best formation every campaign and event.Unlock CrusadersCollect an unusual host of over 54 characters such as The Bat Billionaire, Emo Werewolf and RoboTurkey, inspired by the world of video games and popular culture with more added Every Month.Collect Gear, Buffs, and TrinketsA cornucopia of content with hundreds of unique upgrades for each character, including unique gear, and buffs are available to collect. PLUSOver 10,000 LevelsMaster over six campaigns with dozens of objectives with deep playability and challenge; more campaigns released regularly.Daily QuestsEach day players are challenged to complete mini-objectives that reward success with precious red rubies.Monthly EventsLimited time events featuring special objectives and exclusive new content updated Every Month.MissionsSend your idle Crusaders on side missions to unlock past Event Crusaders, new gear, earn Enchantment Points and jeweled chests plus more!"
14511,16bit-trader,16bit Trader,2012-07-31,2012,https://media.rawg.io/media/screenshots/9cc/9cc770fbf82183b1158ed4d3ca5ed828.jpg,1.75,,5,"PC, iOS, Android, Apple Macintosh, Linux","Adventure, RPG, Strategy, Simulation, Casual, Indie","16bit Trader is an casual brother of our other trading game: Merchants of Kaidan. Take revenge on your father’s killer, and become the richest merchant in the kingdom! Immerse yourself in this old-school nostalgia-inducing trading experience. Step into the shoes of a medieval traveling merchant, whose life boils down to one simple sentence: you got to buy cheap, and you got to sell high. Travel between the cities and villages of the realm in search of cheap goods to acquire, various quests to accomplish and wealth to accumulate. Visit local taverns for latest local gossip. Gain influential friends who may help you along the way. Hire companions to assist you if you run into vile bandits or unpredictable events. Pursue rumors of great harvest and goods shortages to find the best deals. Search for local people in need and they may reward you handsomely for your help. Expand your company, invest in it, and get rich in no time! And if you’re for a bit of a thrill, visit ancient landmark and search for valuable artifacts. Take the challenge and become the richest merchantman in the world and get revenge! Play at your own pace. Casually travel through the realm if you want to relax. Monitor every price change, pursue every rumor, manage every detail if you want to achieve best results! - Dozens of different cities and villages - Tens of various quests to accomplish - Great graphics with an old-school 16-bit vibe - Easy to get to know, hard to master - Random encounters"
14512,age-of-wonders-iii,Age of Wonders III,2014-03-31,2014,https://media.rawg.io/media/games/f95/f95ec06eddda5c5bf206618c49cd3e68.jpg,2.91,80.0,4,"PC, Apple Macintosh, Linux","RPG, Strategy","Age of Wonders 3 is a turn-based strategy game developed by Triumph Studios. It is the fourth title in the Age of Wonders game series. Story Age of Wonders 3 is a fantasy game. It tells the story of a conflict between the Commonwealth Empire and the alliance of dark and forest elves. While the Commonwealth desires to take over the world and push all the old customs and traditions aside, elves fight to prevent such a thing from ever happening. Elves gather all the oppressed races and nations together to take the fight back to humans. Gameplay Age of Wonders 3 gameplay is based around a 4X principle, which focuses on exploration, expansion, exploitation, and extermination. The players slowly build up their empire from the ground up. Multiple ways of achieving that are available, such as diplomacy, colonization, or plain old simple war. At the beginning of the game, the players choose and customize the character they will play as. This character becomes a leader of a specific nation in the game. Six races are available. The races have their own perks, which must be carefully chosen to suit the player's play style. The leader and empire perk trees are present in the game. As the players build up their empire, new units and buildings become available. There are 6 leader classes available for the players. Leaders can gain experience and level themselves up. The game also features a karma system, which influences the way the players are seen by their people."
14520,uriels-chasm,Uriel's Chasm,2014-09-12,2014,https://media.rawg.io/media/screenshots/778/778fb5b47d9ef274a8b3c6906c856892.jpg,1.68,,3,PC,"Adventure, Casual, Indie","Uriel's Chasm is an adventure indie game, set in a fictional galaxy. Plot Sister Tabitha is tasked to explore the orbital monastery Enoch's Hope. However, this monastery has disappeared for mysterious reasons. Sister Tabitha has to find it and, moreover, save the members of the crew. There is an encircling meta-story. Two reviewers called Shovelware Queens picked up the game's cart and give it a shot. As the player completes levels, they react to it. They appear at the beginning of the game, and you see them a couple of times during it. Gameplay There are four levels to complete. The gameplay is quite mixed, so it consists of the different genres. In the beginning, it is a top-down shooter. You have to shoot meteorites and also dodge them. Sometimes they drop to you Bible verses, which you can collect to raise the faith meter. There are two meters beside the faith: ammo and fuel. The ammo meter can be decreased by shooting, and you lose fuel while moving. Fighting foes decreases the player's faith meter. In a case of any meter's depleting you lose. The next level is a side-scrolling shooter, aimed at fighting enemies and killing the boss. As for the enemies, there are gnarled trees, mechs and spinning crosses. The last genre is a platformer. The player has to jump around to find Bible verses. You do not have to kill enemies, and there is no possibility to die. Although the sections are short, you cannot save or load at any time."
14527,the-guild-2-renaissance,The Guild II Renaissance,2010-07-22,2010,https://media.rawg.io/media/screenshots/5f8/5f87ab439af5b7dddd8307d7456c382a.jpg,3.52,56.0,2,PC,"Strategy, Simulation","The Guild II Renaissance is a role-playing game with elements of real-time-strategy and life-simulation game. This is a stand-alone add-on for the 2006 title The Guild II. Gameplay Guild II Renaissance takes place in Europe at the dawn of the XV century. You create a character and start a life of a popular townsman. You can choose your appearance, characteristics and one of four specializations each of which offers you several professions. The specialization system serves as the game’s variation of the RPG class system. It determines your initial skills, available activities and what structures you can build. The gameplay is centered on the economic aspect. There are four game modes in The Guild II all of which revolve around creating a vibrant and thriving dynasty. You start with the minimum capital and almost no property, but as you gain money with your skills, you can buy new buildings, hire new workers, start a family, raise kids that later take your place as a head of the family as your main character dies. New features The new features of The Guild 2 Renaissance include eight new professions to choose from, new buildings, three new scenarios, difficulty adjustment. The size of the map was increased almost four-fold. The was drastically improved and some gameplay tweaks."
14575,seven-the-days-long-gone,Seven: The Days Long Gone,2017-11-30,2017,https://media.rawg.io/media/screenshots/1c0/1c0c32f070ce9e26e1966772b18d3ae1.jpg,3.28,68.0,4,PC,"Action, Adventure, RPG, Indie","“Seven: The Days Long Gone” is a 3D isometric RPG in which players can freely explore the sandbox world of the Vetrall Empire. Set in a 'beyond post-apocalyptic' environment, the title will redefine how the isometric RPG genre is played. The climbing system implemented allows you to free-traverse obstacles of any height, both horizontally and vertically. On the prison island of Peh, you will experience rich stories of conspiracy, discovery and betrayal, set within an unforgiving world filled with mysterious technology and dark age superstition. As a master thief possessed by an ancient daemon, you are deported to Peh on a mission that could decide the fate of all humanity. Engage with Peh’s fascinating array of inhabitants, many of whom invite you into tales of shattered hopes and desperate struggles for survival. But don’t forget to watch your own back: creatures and people alike won’t think twice about abruptly ending your stay on the island."
14589,windward,Windward,2015-05-11,2015,https://media.rawg.io/media/screenshots/fef/fefb9cd7cedb7bf1c2e69f159edb1272.jpg,2.74,61.0,3,"PC, Android, Apple Macintosh, Linux","Action, Adventure, RPG, Indie","Windward is a game in which the player takes the role of a sailing ship captain. Gameplay The game is set in the randomized, procedurally generated seas that serve as an open-world sandbox. The player controls a trading cog from the top-down view. He or she navigates the vessel through the seas, uncovers new areas and completes quests and tasks. Most of the tasks are simple and require the player to travel between cities. The ship can carry passengers and cargo to gain money and to fight pirates to gain influence. The goal is to profit from the trade, eventually to join one of the factions and help it to assume control over the new ports. There's no semblance of a plot. Ship management The player can upgrade his or her ship to expand the cargo space to earn more money, as well as to increase its firepower and stamina to withstand battles against pirates. The combat system in Windward is simple. When the player's ship approaches the enemy, it fires its cannons. The player has no direct control over the cannons. However, he or she can manipulate the ship so that to take a better position and lure the enemy into a trap. As the player progresses and gathers more money, he or she can hire other ships to serve his or her faction. They can form fleets to attack and capture enemy cities. However, the player still only directly controls the original ship."
14606,ricochet,Ricochet,2000-11-01,2000,https://media.rawg.io/media/screenshots/120/120d930368bc171c42f9caab94e33c65.jpg,2.4,,1,"PC, Apple Macintosh, Linux","Action, Indie","Ricochet is a multiplayer Half-Life mod developed by Valve. Richochet is a deathmatch game that closely resembles platformers. The game field is made out of several floating platforms which the players can jump on by stepping on one of the arrows on the edge of the platform. The objective is to push other players off the platforms using throwing discs - the only weapon present in the game. The player can't have more than 3 discs at the same time. The platforms are limited by a horizontal strip that can be used for ricocheting the discs. For pushing the player off with a direct hit, 1 point is scored. 2 for pushing the player off with a ricochet and 3 for double ricochet. There are two firing modes: single disc shot and the beheading shot that uses all three discs at once. In comparison to other Half-Life mods, the number of deaths is not tracked by in-game statistics. Overall, this mod is much more primitive than the others. Only 2D targeting is present and the player movement comes down to jumping from platform to platform."
